video_id,title,url
vPXEGuljGDA,Les Plays High Roller! | Hardcore Pawn | Season 13 | Episode 2,https://www.youtube.com/watch?v=vPXEGuljGDA
4XTvWIrhkMg,Michigan Appraisers Expose Art Fraud | Hardcore Pawn | Reality TV,https://www.youtube.com/watch?v=4XTvWIrhkMg
BiibTAaSX5s,Break-In Triggers Manhunt | Hardcore Pawn | Full Episode | S5 E7,https://www.youtube.com/watch?v=BiibTAaSX5s
lkkQZVMCvCw,Rat Ride Dirt Track Race Visits The Store! | Hardcore Pawn | Season 8 | Episode 2,https://www.youtube.com/watch?v=lkkQZVMCvCw
RhWqkiYae5U,Doll House For Disneyland Trip! | Hardcore Pawn | Season 2 | Episode 8,https://www.youtube.com/watch?v=RhWqkiYae5U
we-wBtXAlJ0,Return Of The Queen! | Hardcore Pawn | Full Episode | S4 E2,https://www.youtube.com/watch?v=we-wBtXAlJ0
PiyHYowWWys,Time Is Money! | Hardcore Pawn | Season 8 | Episode 10,https://www.youtube.com/watch?v=PiyHYowWWys
AjMIoSxBT0E,A Forklift For How Much??? | Hardcore Pawn | Season 1 | Episode 4,https://www.youtube.com/watch?v=AjMIoSxBT0E
9-DoBHIns8k,A Guitar Signed By Kid Rock Reveals A Valuable Secret... | Hardcore Pawn | Season 5 | Episode 7,https://www.youtube.com/watch?v=9-DoBHIns8k
bW0768h8JJo,An Inside Job In The Pawn Shop Shakes The Gold's! | Hardcore Pawn | Season 12 | Episode 8,https://www.youtube.com/watch?v=bW0768h8JJo
MTjOmQ9mD1o,Cash Kings | Hardcore Pawn | Full Episode | S2 E8,https://www.youtube.com/watch?v=MTjOmQ9mD1o
unxc8e2AGH8,Does The Shop Sell Fake Rolex's! | Hardcore Pawn | Season 12 | Episode 11,https://www.youtube.com/watch?v=unxc8e2AGH8
ARd8kh_TSbQ,Most Disrespectful Customers On Hardcore Pawn,https://www.youtube.com/watch?v=ARd8kh_TSbQ
DJwYEGV5Oj0,She Came to The Shop Before! | Hardcore Pawn | Season 1 Episode 4,https://www.youtube.com/watch?v=DJwYEGV5Oj0
a0YWIfJguj0,Heads Or Tails? | Hardcore Pawn | Season 11 | Episode 12,https://www.youtube.com/watch?v=a0YWIfJguj0
aV-6DnV57Bk,Ashley Vs Tressa FACE OFF! | Hardcore Pawn | Full Episode | S5 E5,https://www.youtube.com/watch?v=aV-6DnV57Bk
4-71G88Ia4Y,Impulse Arcade Purchase Triggers Pawn Shop Mayhem | Hardcore Pawn | Full Episode | S2 E8,https://www.youtube.com/watch?v=4-71G88Ia4Y
cEplHnFMFfU,Karen in the Middle | Hardcore Pawn | Season 12 | Episode 11,https://www.youtube.com/watch?v=cEplHnFMFfU
X43oaBJLmOo,Seth Faces Illegal Gamblers Outside Store! | Hardcore Pawn | Season 8 | Episode 4,https://www.youtube.com/watch?v=X43oaBJLmOo
7q9It-qRGIk,It's Getting Tensed in the Store | Hardcore Pawn | Season 1 | Episode 4,https://www.youtube.com/watch?v=7q9It-qRGIk
N__f0G06Zd4,Hardcore Pawn - Counterfeit Ticket Scene #trutv #hardcorepawn,https://www.youtube.com/watch?v=N__f0G06Zd4
ij8bbtPcbj4,Ashley’s Nemesis Returns with a Rolex and a Grudge | Hardcore Pawn | Full Episode | S5 E5,https://www.youtube.com/watch?v=ij8bbtPcbj4
